,Qualification,Experience,Rating,Place,Profile,Fees
3460,MBBS,16,100,Hyderabad,Unknown,300
3461,MD,28,76,Mumbai,Unknown,100
3462,BDS,13,0,Coimbatore,Unknown,100
3463,BHMS,7,0,Hyderabad,Unknown,200
3464,BHMS,11,99,Bangalore,Unknown,100
3465,"MD,MBBS",13,0,Chennai,Unknown,300
3466,"MD,MDS",0,0,Hyderabad,Unknown,200
3467,"MBBS,DDVL,DDV",12,0,Hyderabad,Unknown,400
3468,BHMS,2,0,Mumbai,Unknown,250
3469,BDS,20,100,Hyderabad,Dentist,200
3470,"MD,MBBS,DNB",12,99,Delhi,Unknown,400
3471,BAMS,14,0,Chennai,Unknown,300
3472,MBBS,43,0,Mumbai,Unknown,100
3473,BAMS,15,0,Bangalore,Unknown,150
3474,"MD,MBBS",33,87,Bangalore,Unknown,250
3475,BAMS,17,0,Bangalore,Unknown,200
3476,MBBS,51,0,Chennai,Unknown,100
3477,"MD,MBBS",11,98,Hyderabad,Unknown,300
3478,BHMS,18,0,Mumbai,Unknown,150
3479,BHMS,19,0,Bangalore,Unknown,500
3480,"MD,BDS,MDS",10,0,Ernakulam,Unknown,200
3481,MBBS,13,90,Delhi,Unknown,600
3482,BHMS,7,0,Hyderabad,Unknown,750
3483,"MD,MBBS",2,0,Ernakulam,Unknown,300
3484,"MD,BDS,MDS",14,99,Hyderabad,Unknown,100
3485,"MD,BDS,MDS",25,0,Bangalore,Unknown,300
3486,"MBBS,DDV",22,100,Mumbai,Unknown,100
3487,BAMS,10,92,Delhi,Unknown,500
3488,BDS,9,100,Mumbai,Unknown,200
3489,MBBS,21,100,Chennai,Unknown,200
3490,"MD,BDS,MDS",10,0,Hyderabad,Unknown,200
3491,MBBS,54,0,Ernakulam,Unknown,200
3492,"MD,BHMS",10,0,Delhi,Unknown,200
3493,BHMS,13,0,Bangalore,Unknown,450
3494,BDS,11,100,Mumbai,Unknown,200
3495,MBBS,21,0,Chennai,Unknown,150
3496,"MBBS,DDV",13,98,Mumbai,Unknown,100
3497,BAMS,45,0,Mumbai,Unknown,30
3498,MS,21,0,Delhi,Unknown,100
3499,"MD,BDS,MDS",7,94,Bangalore,Dentist,200
3500,BDS,0,0,Coimbatore,Unknown,100
3501,"MBBS,DDVL,DDV",13,95,Hyderabad,Unknown,450
3502,"MD,BDS,MDS",26,95,Ernakulam,Dentist,600
3503,"MD,BDS,MDS",16,99,Chennai,Unknown,100
3504,"MBBS,Diploma in Dermatology",8,0,Delhi,Unknown,300
3505,"MD,MBBS",38,0,Mumbai,Unknown,500
3506,"MD,BDS,MDS",12,0,Coimbatore,Unknown,200
3507,MBBS,10,0,Chennai,Unknown,100
3508,MBBS,45,0,Mumbai,Unknown,50
3509,BDS,10,99,Bangalore,Unknown,250
3510,"MBBS,DDVL,DDV,DNB",8,0,Mumbai,Unknown,700
3511,MBBS,21,0,Bangalore,Unknown,750
3512,BAMS,16,0,Bangalore,Unknown,100
3513,"MD,MBBS",5,0,Bangalore,Unknown,500
3514,MBBS,27,100,Delhi,Unknown,100
3515,"MD,MBBS",11,0,Chennai,Unknown,400
3516,BAMS,19,0,Mumbai,Unknown,300
3517,MS,3,0,Hyderabad,Unknown,300
3518,BDS,6,0,Hyderabad,Unknown,200
3519,BHMS,7,97,Mumbai,Unknown,750
3520,"MD,MBBS,Diploma in Dermatology",23,96,Chennai,Unknown,300
3521,MBBS,23,0,Delhi,Unknown,500
3522,"MD,BDS,MDS",19,98,Hyderabad,Dentist,200
3523,"MBBS,Diploma in Dermatology",6,0,Hyderabad,Unknown,200
3524,"MD,MBBS",26,74,Delhi,Unknown,600
3525,"MD,MBBS,DNB",7,0,Delhi,Unknown,500
3526,BAMS,9,0,Delhi,Unknown,300
3527,"MD,MBBS",7,100,Delhi,Unknown,700
3528,BDS,7,90,Hyderabad,Unknown,100
3529,"MD,MBBS,DNB",16,94,Bangalore,Unknown,500
3530,BHMS,6,0,Delhi,Unknown,250
3531,"MD,MDS",3,0,Ernakulam,Unknown,100
3532,"MD,MBBS",5,0,Chennai,Unknown,300
3533,BAMS,31,0,Delhi,Unknown,500
3534,BDS,5,0,Thiruvananthapuram,Unknown,150
3535,MBBS,28,69,Delhi,Unknown,500
3536,"MD,BAMS",24,96,Mumbai,Unknown,100
3537,"MD,MBBS",19,93,Mumbai,Unknown,800
3538,"MD,MBBS",18,94,Hyderabad,Unknown,500
3539,"MD,BHMS",30,99,Delhi,Unknown,500
3540,BDS,40,99,Coimbatore,Unknown,200
3541,BAMS,30,0,Mumbai,Unknown,70
3542,BDS,13,98,Delhi,Unknown,250
3543,"MD,MBBS,DDV",12,99,Mumbai,Unknown,700
3544,MBBS,16,99,Bangalore,Unknown,300
3545,"MD,BDS,MDS",7,0,Ernakulam,Unknown,100
3546,"MD,MBBS",21,90,Delhi,Unknown,100
3547,MBBS,39,0,Chennai,Unknown,100
3548,BDS,4,0,Chennai,Unknown,100
3549,"MD,MBBS",23,93,Delhi,Unknown,100
3550,"MD,MBBS",18,0,Delhi,Unknown,300
3551,"MD,MBBS",23,94,Bangalore,Unknown,350
3552,"MD,MBBS",35,89,Mumbai,Unknown,100
3553,BHMS,19,100,Bangalore,Unknown,500
3554,"MD,BDS",23,93,Bangalore,Unknown,200
3555,BAMS,14,98,Chennai,Unknown,250
3556,"MD,MBBS",15,100,Chennai,Unknown,100
3557,MBBS,38,0,Chennai,Unknown,100
3558,MBBS,25,0,Bangalore,Unknown,250
3559,BHMS,10,0,Delhi,Unknown,300
3560,MBBS,5,0,Coimbatore,Unknown,700
3561,BAMS,11,0,Mumbai,Unknown,100
3562,BAMS,28,0,Mumbai,Unknown,100
3563,BHMS,10,0,Hyderabad,Unknown,300
3564,"MD,BDS,MDS",22,97,Coimbatore,Unknown,150
3565,"MD,MBBS",38,84,Bangalore,Unknown,400
3566,MS,31,0,Delhi,Unknown,700
3567,MBBS,28,100,Hyderabad,Unknown,300
3568,"MD,BDS,MDS",23,99,Chennai,Dentist,200
3569,"MD,BDS,MDS",8,85,Hyderabad,Unknown,200
3570,BAMS,40,98,Delhi,Unknown,500
3571,BAMS,9,0,Mumbai,Unknown,400
3572,"MBBS,DDV",14,96,Mumbai,Unknown,400
3573,BDS,5,0,Coimbatore,Unknown,200
3574,BHMS,2,0,Chennai,Unknown,150
3575,MBBS,18,97,Delhi,Unknown,500
3576,"MD,BAMS,BSAM",31,0,Bangalore,Unknown,250
3577,BDS,10,100,Chennai,Dentist,100
3578,"MD,MBBS",17,88,Delhi,Unknown,100
3579,BDS,9,0,Delhi,Unknown,500
3580,"MD,BDS,MDS",38,99,Ernakulam,Unknown,300
3581,"MD,BDS,MDS",23,98,Chennai,Unknown,200
3582,"MD,MBBS",11,0,Mumbai,Unknown,700
3583,MBBS,32,0,Mumbai,Unknown,500
3584,BAMS,13,96,Delhi,Unknown,500
3585,MBBS,5,100,Hyderabad,Unknown,500
3586,BAMS,22,0,Mumbai,Unknown,50
3587,BHMS,10,98,Bangalore,Unknown,200
3588,"MD,BDS,MDS",10,100,Chennai,Unknown,200
3589,MBBS,23,0,Mumbai,Unknown,100
3590,"MD,MBBS",36,0,Hyderabad,Unknown,400
3591,"MD,MBBS",12,75,Bangalore,Unknown,300
3592,MBBS,23,0,Chennai,Unknown,100
3593,BHMS,23,0,Mumbai,Unknown,50
3594,"MD,BDS,MDS",4,0,Delhi,Unknown,200
3595,"MD,BHMS",13,0,Hyderabad,Unknown,150
3596,"MD,BHMS",9,0,Mumbai,Unknown,100
3597,"MD,MBBS,Diploma in Dermatology",47,94,Chennai,Unknown,300
3598,"MD,BHMS",20,99,Chennai,Unknown,200
3599,"MBBS,DNB",8,100,Delhi,Unknown,300
3600,"MD,MBBS",9,100,Chennai,Unknown,150
3601,"MD,BAMS",18,98,Bangalore,Unknown,150
3602,"MD,MBBS",33,40,Chennai,Unknown,700
3603,"MBBS,DNB,DLO",12,0,Hyderabad,Unknown,600
3604,BHMS,4,0,Bangalore,Unknown,200
3605,MBBS,38,0,Delhi,Unknown,450
3606,"MD,MBBS",54,0,Coimbatore,Unknown,200
3607,MBBS,30,0,Mumbai,Unknown,700
3608,"MD,MBBS",43,0,Chennai,Unknown,100
3609,"MBBS,DNB",9,100,Mumbai,Unknown,500
3610,MD,25,0,Delhi,Unknown,500
3611,"MD,BDS,MDS",5,0,Hyderabad,Unknown,200
3612,MBBS,36,0,Hyderabad,Unknown,300
3613,"MD,MBBS",19,68,Delhi,Unknown,500
3614,BAMS,9,0,Mumbai,Unknown,150
3615,BAMS,11,99,Delhi,Unknown,500
3616,BAMS,9,0,Mumbai,Unknown,60
3617,BHMS,17,0,Delhi,Unknown,100
3618,"MBBS,DNB,Diploma in Dermatology",13,100,Bangalore,Unknown,500
3619,"MD,BAMS",33,0,Mumbai,Unknown,500
3620,"MD,BDS,MDS",21,94,Bangalore,Unknown,100
3621,BDS,4,0,Bangalore,Unknown,200
3622,MBBS,6,96,Chennai,Unknown,300
3623,"MD,MBBS",39,0,Chennai,Unknown,600
3624,BAMS,8,0,Ernakulam,Unknown,100
3625,MBBS,33,68,Mumbai,Unknown,700
3626,"MBBS,DNB,DLO",17,91,Bangalore,Unknown,300
3627,"MD,BAMS",16,0,Bangalore,Unknown,400
3628,BDS,6,0,Coimbatore,Unknown,150
3629,MD,21,98,Bangalore,Unknown,200
3630,BAMS,5,0,Mumbai,Unknown,400
3631,"MBBS,DNB",16,86,Bangalore,Unknown,400
3632,MD,8,0,Bangalore,Unknown,500
3633,"MBBS,DNB",25,0,Chennai,Unknown,500
3634,"MD,MBBS",17,99,Delhi,Unknown,600
3635,"MD,MBBS",19,95,Mumbai,Unknown,100
3636,"MD,BDS,MDS",14,98,Delhi,Unknown,500
3637,"MD,BHMS",12,0,Hyderabad,Unknown,100
3638,"MD,MBBS",12,92,Delhi,Unknown,800
3639,MBBS,12,93,Hyderabad,Unknown,300
3640,BHMS,30,0,Delhi,Unknown,200
3641,MBBS,22,93,Mumbai,Unknown,500
3642,BHMS,29,0,Mumbai,Unknown,400
3643,"MD,MBBS,DLO",20,100,Chennai,Unknown,100
3644,BAMS,40,0,Mumbai,Unknown,100
3645,BDS,20,95,Delhi,Unknown,300
3646,BHMS,20,0,Chennai,Unknown,200
3647,"MD,BDS,MDS",7,100,Bangalore,Unknown,300
3648,BHMS,9,0,Mumbai,Unknown,100
3649,"MD,BAMS",9,100,Hyderabad,Unknown,400
3650,"MBBS,DNB",13,0,Mumbai,Unknown,800
3651,"MBBS,DDVL,DDV",21,0,Hyderabad,Unknown,250
3652,"MD,BDS,MDS",12,100,Mumbai,Dentist,500
3653,"MD,MBBS,DNB",10,100,Mumbai,Unknown,600
3654,BAMS,17,0,Mumbai,Unknown,500
3655,"MD,BDS,MDS",11,96,Chennai,Unknown,200
3656,"MD,MBBS,DNB",29,0,Chennai,Unknown,300
3657,BAMS,27,0,Delhi,Unknown,500
3658,"MD,MBBS",8,99,Delhi,Unknown,800
3659,MBBS,40,67,Delhi,Unknown,500
3660,"MBBS,DDVL,DDV",12,99,Bangalore,Unknown,350
3661,MBBS,31,0,Mumbai,Unknown,200
3662,"MD,BHMS",11,0,Hyderabad,Unknown,200
3663,MBBS,23,82,Hyderabad,Unknown,200
3664,"MD,BDS,MDS",14,96,Chennai,Dentist,300
3665,"MD,BDS,MDS",7,0,Bangalore,Unknown,100
3666,BDS,18,96,Delhi,Unknown,400
3667,"MD,MBBS",3,0,Hyderabad,Unknown,100
3668,MBBS,32,0,Chennai,Unknown,100
3669,BDS,19,99,Ernakulam,Unknown,100
3670,"MD,BHMS",27,100,Chennai,Unknown,500
3671,MBBS,6,0,Mumbai,Unknown,100
3672,"MD,MBBS,DLO",14,0,Chennai,Unknown,150
3673,MBBS,3,0,Hyderabad,Unknown,250
3674,MBBS,35,76,Bangalore,Unknown,500
3675,BDS,4,0,Mumbai,Unknown,200
3676,MBBS,6,0,Bangalore,Unknown,500
3677,MBBS,22,0,Hyderabad,Unknown,500
3678,"MD,BDS,MDS",18,98,Mumbai,Unknown,300
3679,"MD,BDS,MDS",8,97,Hyderabad,Unknown,200
3680,"MD,BDS,MDS",11,100,Bangalore,Unknown,300
3681,"MBBS,Diploma in Dermatology",37,100,Hyderabad,Unknown,300
3682,"MBBS,DDVL,DDV,DNB",20,94,Hyderabad,Unknown,500
3683,"MD,MBBS,DNB",13,0,Hyderabad,Unknown,250
3684,"MD,BDS,MDS",22,0,Coimbatore,Unknown,200
3685,"MBBS,DDVL,DDV",7,90,Mumbai,Unknown,500
3686,BAMS,10,90,Mumbai,Unknown,100
3687,MBBS,23,0,Bangalore,Unknown,200
3688,"MD,MBBS",15,79,Bangalore,Unknown,650
3689,"MD,MBBS",15,100,Delhi,Unknown,600
3690,BDS,16,91,Mumbai,Dentist,500
3691,MBBS,23,0,Chennai,Unknown,150
3692,BDS,24,0,Coimbatore,Unknown,100
3693,"MD,MBBS",7,0,Hyderabad,Unknown,250
3694,"MD,MBBS",20,93,Bangalore,Unknown,400
3695,"MD,BAMS",11,0,Chennai,Unknown,200
3696,"MD,BDS,MDS",6,100,Chennai,Unknown,500
3697,BAMS,27,0,Mumbai,Unknown,300
3698,"MD,BHMS",11,0,Thiruvananthapuram,Unknown,350
3699,"MBBS,DNB,DLO",8,99,Mumbai,Unknown,700
3700,"MD,BDS,MDS",21,95,Mumbai,Unknown,200
3701,"MD,BDS,MDS",10,98,Chennai,Unknown,300
3702,MBBS,23,0,Chennai,Unknown,500
3703,"MD,MBBS",17,100,Bangalore,Unknown,300
3704,BDS,12,95,Chennai,Unknown,300
3705,BAMS,30,0,Bangalore,Unknown,200
3706,MBBS,15,97,Bangalore,Unknown,600
3707,"MD,BDS,MDS",8,98,Chennai,Unknown,200
3708,DNB,12,0,Mumbai,Unknown,500
3709,BDS,3,0,Chennai,Unknown,300
3710,"MBBS,DNB",10,86,Bangalore,Unknown,350
3711,BAMS,8,0,Bangalore,Unknown,500
3712,"MD,BHMS",24,98,Bangalore,Unknown,300
3713,MBBS,28,100,Delhi,Unknown,500
3714,"MD,BAMS",10,0,Mumbai,Unknown,500
3715,BDS,4,0,Ernakulam,Unknown,100
3716,"MBBS,DNB,DLO",18,82,Bangalore,Unknown,300
3717,LCEH,33,0,Mumbai,Unknown,500
3718,MBBS,0,0,Mumbai,Unknown,400
3719,BDS,3,100,Bangalore,Unknown,200
3720,"BAMS,PhD",14,97,Bangalore,Unknown,350
3721,"MD,BDS,MDS",21,95,Bangalore,Unknown,500
3722,BHMS,22,0,Delhi,Unknown,100
3723,BHMS,20,0,Chennai,Unknown,750
3724,BAMS,14,0,Bangalore,Unknown,200
3725,"MD,MBBS",6,94,Hyderabad,Unknown,300
3726,MBBS,29,0,Delhi,Unknown,800
3727,MBBS,12,0,Mumbai,Unknown,50
3728,MD,11,94,Bangalore,Unknown,150
3729,"MD,MBBS",6,0,Hyderabad,Unknown,500
3730,"MD,BDS,MDS",12,94,Chennai,Dentist,150
3731,"MBBS,DDVL,DDV",11,96,Bangalore,Unknown,450
3732,MBBS,18,0,Mumbai,Unknown,600
3733,"MD,BDS,MDS",7,100,Chennai,Unknown,150
3734,"MBBS,DLO",11,0,Chennai,Unknown,200
3735,"MD,BDS,MDS",11,100,Chennai,Unknown,200
3736,"MD,MBBS",19,0,Hyderabad,Unknown,200
3737,MD,2,0,Delhi,Unknown,500
3738,BAMS,8,0,Mumbai,Unknown,50
3739,BDS,8,0,Chennai,Unknown,800
3740,"MD,MBBS",9,0,Delhi,Unknown,500
3741,"MBBS,DDVL,DDV",3,100,Bangalore,Unknown,500
3742,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
3743,MBBS,40,0,Ernakulam,Unknown,100
3744,"MD,MBBS",9,99,Bangalore,Unknown,300
3745,BAMS,28,0,Hyderabad,Unknown,100
3746,"MBBS,DNB,DLO",8,0,Hyderabad,Unknown,200
3747,BHMS,11,0,Chennai,Unknown,200
3748,"MBBS,DLO",40,0,Mumbai,Unknown,100
3749,"MBBS,DLO",29,89,Bangalore,Unknown,500
3750,"MD,MBBS",8,0,Bangalore,Unknown,300
3751,"MBBS,DNB,DLO",19,0,Chennai,Unknown,150
3752,BHMS,18,100,Bangalore,Unknown,300
3753,MBBS,9,0,Delhi,Unknown,550
3754,BAMS,20,0,Mumbai,Unknown,60
3755,"MD,MBBS",9,98,Hyderabad,Unknown,400
3756,"MBBS,DNB",3,0,Ernakulam,Unknown,300
3757,"MD,BDS,MDS",8,0,Chennai,Unknown,200
3758,BAMS,8,0,Bangalore,Unknown,100
3759,BHMS,9,0,Mumbai,Unknown,300
3760,"MD,MBBS",12,0,Mumbai,Unknown,500
3761,MBBS,43,0,Chennai,Unknown,100
3762,BHMS,24,0,Hyderabad,Unknown,200
3763,BAMS,9,0,Bangalore,Unknown,200
3764,MBBS,38,70,Mumbai,Unknown,100
3765,"MD,BDS,MDS",3,0,Delhi,Unknown,200
3766,"MD,BDS,MDS",7,100,Hyderabad,Unknown,200
3767,MBBS,14,0,Hyderabad,Unknown,100
3768,BAMS,5,0,Hyderabad,Unknown,200
3769,"MD,MBBS",13,98,Delhi,Unknown,200
3770,BDS,10,97,Bangalore,Unknown,300
3771,MBBS,19,100,Chennai,Unknown,200
3772,BAMS,14,100,Bangalore,Unknown,350
3773,"MD,MBBS",19,96,Chennai,Unknown,500
3774,BDS,30,97,Mumbai,Dentist,200
3775,BDS,12,99,Chennai,Unknown,200
3776,BDS,8,96,Ernakulam,Unknown,100
3777,"MD,MBBS",9,98,Chennai,Unknown,300
3778,"MD,BDS,MDS",18,100,Hyderabad,Unknown,300
3779,"MD,BDS,MDS",6,0,Chennai,Unknown,100
3780,BAMS,13,0,Delhi,Unknown,150
3781,"MD,MBBS",23,76,Delhi,Unknown,100
3782,BDS,22,0,Coimbatore,Unknown,100
3783,MBBS,27,0,Delhi,Unknown,500
3784,"MD,MBBS",40,0,Chennai,Unknown,600
3785,MBBS,17,0,Delhi,Unknown,200
3786,BDS,11,0,Coimbatore,Unknown,300
3787,"MD,BHMS",9,0,Mumbai,Unknown,100
3788,BDS,9,99,Mumbai,Unknown,200
3789,"MBBS,DDVL,DDV,DNB",14,99,Bangalore,Unknown,750
3790,MS,25,0,Mumbai,Unknown,500
3791,MBBS,12,0,Chennai,Unknown,600
3792,"MD,MBBS",19,0,Chennai,Unknown,200
3793,MBBS,19,0,Chennai,Unknown,500
3794,MBBS,19,0,Hyderabad,Unknown,200
3795,BHMS,7,100,Delhi,Unknown,300
3796,"MBBS,DLO",8,0,Delhi,Unknown,300
3797,BHMS,13,100,Bangalore,Unknown,300
3798,"MD,BAMS",7,0,Mumbai,Unknown,300
3799,"MD,MBBS",10,96,Delhi,Unknown,100
3800,MBBS,43,0,Mumbai,Unknown,200
3801,"MD,MBBS,DNB,Diploma in Dermatology",30,85,Hyderabad,Unknown,500
3802,Get inspired by remarkable stories of people like you,0,0,Unknown,Unknown,100
3803,BHMS,2,0,Thiruvananthapuram,Unknown,300
3804,"MBBS,DDVL,DDV",13,90,Coimbatore,Unknown,150
3805,"MD,BDS,MDS",10,0,Delhi,Dentist,500
3806,MBBS,5,100,Mumbai,Unknown,500
3807,"MD,MBBS",11,92,Delhi,Unknown,100
3808,BHMS,23,100,Delhi,Unknown,300
3809,"MD,BDS,MDS",28,100,Delhi,Unknown,500
3810,"MD,MBBS",12,96,Delhi,Unknown,500
3811,"MD,MBBS",25,94,Mumbai,Unknown,100
3812,"MBBS,DNB,DLO",16,0,Chennai,Unknown,200
3813,"MD,BDS,MDS",20,0,Thiruvananthapuram,Unknown,200
3814,"MD,BHMS",10,0,Chennai,Unknown,250
3815,"MBBS,DNB",34,0,Delhi,Unknown,100
3816,MBBS,27,94,Hyderabad,Unknown,400
3817,BDS,8,99,Bangalore,Unknown,300
3818,MBBS,13,68,Bangalore,Unknown,500
3819,BHMS,10,0,Delhi,Unknown,100
3820,BAMS,20,0,Mumbai,Unknown,50
3821,MD,4,0,Mumbai,Unknown,500
3822,"MD,MBBS",8,0,Hyderabad,Unknown,500
3823,BSAM,45,0,Bangalore,Unknown,100
3824,DLO,42,99,Mumbai,Unknown,100
3825,"MD,MBBS",3,98,Bangalore,Unknown,500
3826,"MD,MBBS",6,96,Bangalore,Unknown,500
3827,"MBBS,DDVL,DDV,DNB",18,88,Chennai,Unknown,300
3828,BHMS,21,97,Bangalore,Unknown,300
3829,"MD,MBBS",10,100,Mumbai,Unknown,100
3830,"MD,BDS,MDS",9,100,Bangalore,Unknown,200
3831,MBBS,38,90,Delhi,Unknown,500
3832,MBBS,24,95,Hyderabad,Unknown,450
3833,"MD,MBBS",41,0,Chennai,Unknown,250
3834,MBBS,44,0,Bangalore,Unknown,250
3835,"MD,MDS",12,0,Mumbai,Unknown,300
3836,"MD,MBBS",36,0,Delhi,Unknown,100
3837,BAMS,26,0,Delhi,Unknown,350
3838,"MBBS,DNB",9,95,Bangalore,Unknown,250
3839,"MD,DLO",19,97,Chennai,Unknown,500
3840,BHMS,12,0,Bangalore,Unknown,100
3841,"MBBS,DLO",20,93,Bangalore,Unknown,250
3842,BHMS,5,0,Hyderabad,Unknown,100
3843,"MD,BHMS",8,0,Hyderabad,Unknown,400
3844,"BDS,PhD",25,0,Hyderabad,Unknown,100
3845,MBBS,8,0,Coimbatore,Unknown,150
3846,MD,5,0,Bangalore,Unknown,100
3847,"MD,BDS,MDS",23,100,Hyderabad,Dentist,500
3848,BHMS,2,0,Mumbai,Unknown,100
3849,"MD,BDS,MDS",19,100,Mumbai,Unknown,200
3850,"MD,MBBS",22,0,Delhi,Unknown,400
3851,"MD,MBBS",13,89,Mumbai,Unknown,800
3852,MS,46,91,Mumbai,Unknown,100
3853,BDS,6,100,Bangalore,Unknown,100
3854,BAMS,35,0,Hyderabad,Unknown,250
3855,"MD,BAMS",17,95,Bangalore,Unknown,250
3856,"MD,MBBS",8,99,Chennai,Unknown,500
3857,BHMS,19,97,Bangalore,Unknown,350
3858,BDS,31,0,Mumbai,Unknown,100
3859,MBBS,16,64,Bangalore,Unknown,500
3860,BHMS,14,0,Bangalore,Unknown,300
3861,"MD,MBBS",17,85,Hyderabad,Unknown,400
3862,MBBS,14,94,Delhi,Unknown,200
3863,MBBS,33,91,Delhi,Unknown,100
3864,MBBS,32,95,Delhi,Unknown,600
3865,MBBS,12,0,Ernakulam,Unknown,250
3866,MBBS,20,0,Hyderabad,Unknown,600
3867,"MBBS,DNB",5,100,Bangalore,Unknown,400
3868,BDS,7,99,Chennai,Unknown,100
3869,"MD,BAMS",9,100,Mumbai,Unknown,300
3870,"MBBS,DLO",22,80,Bangalore,Unknown,600
3871,"MD,BDS,MDS",10,98,Ernakulam,Unknown,200
3872,"MD,BDS,MDS",16,99,Hyderabad,Unknown,100
3873,MBBS,32,0,Hyderabad,Unknown,500
3874,BAMS,17,0,Chennai,Unknown,300
3875,MBBS,23,0,Chennai,Unknown,200
3876,"MBBS,DLO",9,0,Chennai,Unknown,100
3877,"MBBS,DNB",29,94,Delhi,Unknown,100
3878,BHMS,17,0,Delhi,Unknown,300
3879,"MD,BDS,MDS",13,98,Hyderabad,Unknown,300
3880,MBBS,15,0,Chennai,Unknown,200
3881,"MBBS,DLO",42,0,Chennai,Unknown,100
3882,MBBS,11,0,Chennai,Unknown,550
3883,"MD,BDS,MDS",5,95,Delhi,Unknown,500
3884,"MD,MBBS",18,0,Hyderabad,Unknown,200
3885,"MD,MBBS,DDVL,DDV",17,89,Bangalore,Unknown,600
3886,MBBS,33,0,Bangalore,Unknown,300
3887,"MD,MBBS",19,0,Coimbatore,Unknown,250
3888,"MD,BDS,MDS",28,96,Thiruvananthapuram,Unknown,100
3889,BAMS,16,100,Thiruvananthapuram,Unknown,100
3890,BDS,10,0,Hyderabad,Dentist,200
3891,BAMS,6,100,Bangalore,Unknown,500
3892,"MD,MBBS",33,0,Mumbai,Unknown,800
3893,"MD,MBBS",12,100,Mumbai,Unknown,800
3894,"MD,BDS,MDS",0,0,Hyderabad,Unknown,300
3895,"MD,BDS,MDS,PhD",21,95,Hyderabad,Unknown,300
3896,"MD,MBBS",7,0,Bangalore,Unknown,500
3897,"MD,BDS,MDS",13,100,Hyderabad,Unknown,200
3898,MBBS,11,0,Mumbai,Unknown,600
3899,"MD,MBBS",10,83,Bangalore,Unknown,300
3900,"MD,BHMS",21,96,Thiruvananthapuram,Unknown,300
3901,"MD,BHMS",29,97,Chennai,Unknown,500
3902,MBBS,14,98,Delhi,Unknown,700
3903,"MBBS,DNB,DLO",13,94,Hyderabad,Unknown,400
3904,BHMS,11,0,Mumbai,Unknown,500
3905,"MD,MBBS,DNB",16,0,Mumbai,Unknown,500
3906,BDS,20,100,Mumbai,Dentist,300
3907,BHMS,3,0,Chennai,Unknown,450
3908,MBBS,44,0,Mumbai,Unknown,200
3909,MBBS,38,0,Hyderabad,Unknown,100
3910,BAMS,6,0,Ernakulam,Unknown,100
3911,BDS,2,0,Hyderabad,Unknown,100
3912,"MBBS,DDV",29,96,Bangalore,Unknown,300
3913,BAMS,29,0,Bangalore,Unknown,100
3914,"BDS,PhD",30,96,Coimbatore,Unknown,200
3915,"MD,BAMS",19,0,Mumbai,Unknown,600
3916,MBBS,28,0,Delhi,Unknown,500
3917,"MD,MBBS",9,97,Mumbai,Unknown,700
3918,MBBS,24,0,Chennai,Unknown,200
3919,"MBBS,DLO",12,95,Bangalore,Unknown,300
3920,"MD,MBBS",16,0,Coimbatore,Unknown,200
3921,BHMS,16,98,Hyderabad,Unknown,300
3922,BDS,23,100,Mumbai,Dentist,500
3923,"MD,BDS,MDS",10,100,Delhi,Unknown,500
3924,BDS,21,98,Hyderabad,Unknown,200
3925,"MBBS,DDVL,DDV",10,95,Bangalore,Unknown,600
3926,"MD,BDS,MDS",5,97,Bangalore,Unknown,100
3927,BAMS,16,100,Mumbai,Unknown,300
3928,MBBS,20,0,Chennai,Unknown,500
3929,"MD,BDS,MDS",33,94,Mumbai,Dentist,500
3930,"MD,MBBS,DNB",9,0,Mumbai,Unknown,100
3931,"MBBS,DDV",20,0,Bangalore,Unknown,300
3932,"MD,MBBS",14,96,Bangalore,Unknown,650
3933,MBBS,18,0,Bangalore,Unknown,250
3934,"MD,MBBS",24,0,Delhi,Unknown,100
3935,MBBS,32,0,Chennai,Unknown,500
3936,"MBBS,DNB,DLO",32,100,Delhi,Unknown,600
3937,BAMS,9,0,Bangalore,Unknown,250
3938,"MD,BAMS",29,0,Hyderabad,Unknown,200
3939,"MD,BDS,MDS",41,0,Mumbai,Unknown,100
3940,"MBBS,DLO",51,88,Chennai,Unknown,100
3941,"MBBS,DDVL,DDV",14,96,Coimbatore,Unknown,200
3942,"MD,MBBS",19,95,Bangalore,Unknown,300
3943,"MD,BDS,MDS",7,92,Mumbai,Unknown,350
3944,"MD,BHMS",9,100,Delhi,Unknown,250
3945,MBBS,8,0,Delhi,Unknown,200
3946,BHMS,16,0,Delhi,Unknown,450
3947,"MD,MBBS",8,98,Delhi,Unknown,500
3948,"MBBS,DNB",11,95,Hyderabad,Unknown,300
3949,BDS,11,99,Coimbatore,Unknown,100
3950,"MD,BHMS",11,0,Hyderabad,Unknown,100
3951,"MD,BDS,MDS",17,96,Chennai,Unknown,300
3952,BAMS,7,0,Mumbai,Unknown,50
3953,BHMS,7,0,Delhi,Unknown,250
3954,BDS,10,0,Ernakulam,Unknown,100
3955,"MBBS,DLO",38,86,Bangalore,Unknown,500
3956,"MD,MBBS",37,92,Delhi,Unknown,800
3957,"MBBS,DNB",9,100,Bangalore,Unknown,500
3958,"MD,MBBS",57,0,Delhi,Unknown,100
3959,"MD,BDS,MDS",5,100,Delhi,Unknown,500
3960,MBBS,43,0,Chennai,Unknown,800
